,DenID,BankID,QuollCode,Sex,Morph,Origin,Year,DateOfAcquisition,ReleaseType,TrackedDenDate,POSIXdate,DaysPostRelease,DaysBetween,X,Y,History,Fate,Coden,CodenPrev,PouchYoung,PouchBorn,PouchAge,ReleaseX,ReleaseY,cluster,meanX,meanY,x,y,date,dx,dy,dist,dt,R2n,abs.angle,rel.angle,BankID,Trial
1289,2785,EQ42,414B,Female,Black,Wild,2018,27/06/2018,Wild-Wild,5/08/2018,2018.08.05,39,1,698969,6105994,Alive,1,Alone,Alone,Present,Present,73,697034,6106349,15,698969.3529,6105994.392,698969.3529,6105994.392,5/08/2018,0,0,0,86400,6672574.416,NA,NA,EQ42,3
1296,2800,EQ42,414B,Female,Black,Wild,2018,27/06/2018,Wild-Wild,6/08/2018,2018.08.06,40,1,698969,6105994,Alive,1,Alone,Alone,Present,Present,74,697034,6106349,15,698969.3529,6105994.392,698969.3529,6105994.392,6/08/2018,0,0,0,86400,6672574.416,NA,NA,EQ42,3
1307,2820,EQ42,414B,Female,Black,Wild,2018,27/06/2018,Wild-Wild,7/08/2018,2018.08.07,41,1,698969,6105994,Alive,1,Alone,Alone,Present,Present,75,697034,6106349,15,698969.3529,6105994.392,698969.3529,6105994.392,7/08/2018,0,0,0,86400,6672574.416,NA,NA,EQ42,3
1311,2829,EQ42,414B,Female,Black,Wild,2018,27/06/2018,Wild-Wild,8/08/2018,2018.08.08,42,1,698969,6105994,Alive,1,Alone,Alone,Present,Present,76,697034,6106349,15,698969.3529,6105994.392,698969.3529,6105994.392,8/08/2018,NA,NA,NA,NA,6672574.416,NA,NA,EQ42,3
920,2286,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,29/06/2018,2018.06.29,2,1,697034,6106137,Alive,1,Alone,Alone,Present,Present,11,697084,6106299,109,697034,6106137,697034,6106137,29/06/2018,0,0,0,86400,0,NA,NA,EQ43,3
933,2299,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,30/06/2018,2018.06.30,3,1,697034,6106137,Alive,1,Alone,Alone,Present,Present,12,697084,6106299,109,697034,6106137,697034,6106137,30/06/2018,0,0,0,86400,0,NA,NA,EQ43,3
943,2309,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,1/07/2018,2018.07.01,4,1,697034,6106137,Alive,1,Alone,Alone,Present,Present,13,697084,6106299,109,697034,6106137,697034,6106137,1/07/2018,0,0,0,86400,0,NA,NA,EQ43,3
954,2320,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,2/07/2018,2018.07.02,5,1,697034,6106137,Alive,1,Alone,Alone,Present,Present,14,697084,6106299,109,697034,6106137,697034,6106137,2/07/2018,0,0,0,86400,0,NA,NA,EQ43,3
963,2329,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,3/07/2018,2018.07.03,6,1,697034,6106137,Alive,1,Alone,Alone,Present,Present,15,697084,6106299,109,697034,6106137,697034,6106137,3/07/2018,0,0,0,86400,0,NA,NA,EQ43,3
982,2348,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,4/07/2018,2018.07.04,7,1,697034,6106137,Alive,1,Alone,Alone,Present,Present,16,697084,6106299,109,697034,6106137,697034,6106137,4/07/2018,115,-1007,1013.545263,86400,0,-1.457088341,NA,EQ43,3
989,2355,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,5/07/2018,2018.07.05,8,1,697149,6105130,Alive,1,Alone,Alone,Present,Present,17,697084,6106299,136,697149,6105130,697149,6105130,5/07/2018,-115,1007,1013.545263,86400,1027274,1.684504312,3.141592654,EQ43,3
999,2365,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,6/07/2018,2018.07.06,9,1,697034,6106137,Alive,1,Alone,Alone,Present,Present,18,697084,6106299,109,697034,6106137,697034,6106137,6/07/2018,115,-1007,1013.545263,86400,0,-1.457088341,3.141592654,EQ43,3
1024,2390,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,7/07/2018,2018.07.07,10,1,697149,6105130,Alive,1,Alone,Alone,Present,Present,19,697084,6106299,136,697149,6105130,697149,6105130,7/07/2018,0,0,0,86400,1027274,NA,NA,EQ43,3
1036,2402,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,8/07/2018,2018.07.08,11,1,697149,6105130,Alive,1,Alone,Alone,Present,Present,20,697084,6106299,136,697149,6105130,697149,6105130,8/07/2018,0,0,0,86400,1027274,NA,NA,EQ43,3
1053,2419,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,9/07/2018,2018.07.09,12,1,697149,6105130,Alive,1,Alone,Alone,Present,Present,21,697084,6106299,136,697149,6105130,697149,6105130,9/07/2018,0,0,0,86400,1027274,NA,NA,EQ43,3
1063,2429,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,10/07/2018,2018.07.10,13,1,697149,6105130,Alive,1,Alone,Alone,Present,Present,22,697084,6106299,136,697149,6105130,697149,6105130,10/07/2018,1775.294118,1077.411765,2076.65243,345600,1027274,0.545471729,2.00256007,EQ43,3
1124,2491,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,14/07/2018,2018.07.14,17,1,698924,6106208,Alive,1,Alone,Alone,Present,Present,26,697084,6106299,37,698924.2941,6106207.412,698924.2941,6106207.412,14/07/2018,30.39921569,-188.825098,191.2564508,1209600,3578169.668,-1.411174567,-1.956646296,EQ43,3
1234,2665,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,28/07/2018,2018.07.28,31,1,698953,6106018,Alive,1,Den shared,Alone,Present,Present,40,697084,6106299,33,698954.6933,6106018.587,698954.6933,6106018.587,28/07/2018,-22.6630303,-36.6169697,43.06292387,86400,3703084.598,-2.12501265,-0.713838083,EQ43,3
1242,2682,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,29/07/2018,2018.07.29,32,1,698932,6105982,Alive,1,Den shared,Den shared,Present,Present,41,697084,6106299,122,698932.0303,6105981.97,698932.0303,6105981.97,29/07/2018,0,0,0,86400,3626553.426,NA,NA,EQ43,3
1250,2700,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,30/07/2018,2018.07.30,33,1,698932,6105982,Alive,1,Alone,Alone,Present,Present,42,697084,6106299,122,698932.0303,6105981.97,698932.0303,6105981.97,30/07/2018,0,0,0,86400,3626553.426,NA,NA,EQ43,3
1255,2710,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,31/07/2018,2018.07.31,34,1,698932,6105982,Alive,1,Den shared,Alone,Present,Present,43,697084,6106299,122,698932.0303,6105981.97,698932.0303,6105981.97,31/07/2018,0,0,0,86400,3626553.426,NA,NA,EQ43,3
1262,2730,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,1/08/2018,2018.08.01,35,1,698932,6105982,Alive,1,Alone,Den shared,Present,Present,44,697084,6106299,122,698932.0303,6105981.97,698932.0303,6105981.97,1/08/2018,0,0,0,86400,3626553.426,NA,NA,EQ43,3
1271,2746,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,2/08/2018,2018.08.02,36,1,698932,6105982,Alive,1,Alone,Alone,Present,Present,45,697084,6106299,122,698932.0303,6105981.97,698932.0303,6105981.97,2/08/2018,0,0,0,86400,3626553.426,NA,NA,EQ43,3
1278,2762,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,3/08/2018,2018.08.03,37,1,698932,6105982,Alive,1,Alone,Alone,Present,Present,46,697084,6106299,122,698932.0303,6105981.97,698932.0303,6105981.97,3/08/2018,0,0,0,86400,3626553.426,NA,NA,EQ43,3
1283,2771,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,4/08/2018,2018.08.04,38,1,698932,6105982,Alive,1,Alone,Alone,Present,Present,47,697084,6106299,122,698932.0303,6105981.97,698932.0303,6105981.97,4/08/2018,0,0,0,86400,3626553.426,NA,NA,EQ43,3
1290,2786,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,5/08/2018,2018.08.05,39,1,698932,6105982,Alive,1,Alone,Alone,Present,Present,48,697084,6106299,122,698932.0303,6105981.97,698932.0303,6105981.97,5/08/2018,0,0,0,86400,3626553.426,NA,NA,EQ43,3
1297,2801,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,6/08/2018,2018.08.06,40,1,698932,6105982,Alive,1,Alone,Alone,Present,Present,49,697084,6106299,122,698932.0303,6105981.97,698932.0303,6105981.97,6/08/2018,0,0,0,86400,3626553.426,NA,NA,EQ43,3
1306,2819,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,7/08/2018,2018.08.07,41,1,698932,6105982,Alive,1,Alone,Alone,Present,Present,50,697084,6106299,122,698932.0303,6105981.97,698932.0303,6105981.97,7/08/2018,-1783.030303,-851.969697,1976.11979,86400,3626553.426,-2.695844981,-0.570832331,EQ43,3
1316,2839,EQ43,4C40,Female,Fawn,Wild,2018,27/06/2018,Wild-Wild,8/08/2018,2018.08.08,42,1,697149,6105130,Alive,1,Alone,Alone,Present,Present,51,697084,6106299,136,697149,6105130,697149,6105130,8/08/2018,NA,NA,NA,NA,1027274,NA,NA,EQ43,3
930,2296,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,30/06/2018,2018.06.30,2,1,699133,6106493,Alive,1,Alone,Alone,Present,Present,22,697134,6106349,138,699133,6106493,699133,6106493,30/06/2018,-1781,-1487,2320.157322,86400,0,-2.44591624,NA,EQ44,3
941,2307,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,1/07/2018,2018.07.01,3,1,697352,6105006,Alive,1,Alone,Alone,Present,Present,23,697134,6106349,137,697352,6105006,697352,6105006,1/07/2018,-311,221,381.5258838,86400,5383130,2.523780701,-1.313488367,EQ44,3
957,2323,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,2/07/2018,2018.07.02,4,1,697041,6105227,Alive,1,Alone,Alone,Present,Present,24,697134,6106349,139,697041,6105227,697041,6105227,2/07/2018,-377,-27,377.9656069,86400,5979220,-3.070096687,0.689307919,EQ44,3
962,2328,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,3/07/2018,2018.07.03,5,1,696664,6105200,Alive,1,Alone,Alone,Present,Present,25,697134,6106349,140,696664,6105200,696664,6105200,3/07/2018,0,0,0,86400,7767810,NA,NA,EQ44,3
983,2349,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,4/07/2018,2018.07.04,6,1,696664,6105200,Alive,1,Alone,Alone,Present,Present,26,697134,6106349,140,696664,6105200,696664,6105200,4/07/2018,309,-86,320.7444466,86400,7767810,-0.271447518,2.79864917,EQ44,3
990,2356,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,5/07/2018,2018.07.05,7,1,696973,6105114,Alive,1,Alone,Alone,Present,Present,27,697134,6106349,141,696973,6105114,696973,6105114,5/07/2018,-309,86,320.7444466,86400,6567241,2.870145136,3.141592654,EQ44,3
1006,2372,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,6/07/2018,2018.07.06,8,1,696664,6105200,Alive,1,Alone,Alone,Present,Present,28,697134,6106349,140,696664,6105200,696664,6105200,6/07/2018,0,0,0,86400,7767810,NA,NA,EQ44,3
1023,2389,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,7/07/2018,2018.07.07,9,1,696664,6105200,Alive,1,Alone,Alone,Present,Present,29,697134,6106349,140,696664,6105200,696664,6105200,7/07/2018,0,0,0,86400,7767810,NA,NA,EQ44,3
1037,2403,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,8/07/2018,2018.07.08,10,1,696664,6105200,Alive,1,Alone,Alone,Present,Present,30,697134,6106349,140,696664,6105200,696664,6105200,8/07/2018,29,151.7333333,154.4797865,86400,7767810,1.381949014,-1.488196122,EQ44,3
1050,2416,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,9/07/2018,2018.07.09,11,1,696693,6105352,Alive,1,Den shared,Alone,Present,Present,31,697134,6106349,106,696693,6105351.733,696693,6105351.733,9/07/2018,0,0,0,86400,7256089.604,NA,NA,EQ44,3
1062,2428,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,10/07/2018,2018.07.10,12,1,696693,6105352,Alive,1,Alone,Den shared,Present,Present,32,697134,6106349,106,696693,6105351.733,696693,6105351.733,10/07/2018,0,0,0,86400,7256089.604,NA,NA,EQ44,3
1077,2444,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,11/07/2018,2018.07.11,13,1,696693,6105352,Alive,1,Alone,Alone,Present,Present,33,697134,6106349,106,696693,6105351.733,696693,6105351.733,11/07/2018,0,0,0,86400,7256089.604,NA,NA,EQ44,3
1093,2460,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,12/07/2018,2018.07.12,14,1,696693,6105352,Alive,1,Alone,Alone,Present,Present,34,697134,6106349,106,696693,6105351.733,696693,6105351.733,12/07/2018,-29,-151.7333333,154.4797865,86400,7256089.604,-1.75964364,3.141592654,EQ44,3
1106,2473,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,13/07/2018,2018.07.13,15,1,696664,6105200,Alive,1,Alone,Alone,Present,Present,35,697134,6106349,140,696664,6105200,696664,6105200,13/07/2018,219.8,347.6666667,411.3200106,86400,7767810,1.007025681,2.76666932,EQ44,3
1119,2486,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,14/07/2018,2018.07.14,16,1,696884,6105548,Alive,1,Alone,Alone,Present,Present,36,697134,6106349,13,696883.8,6105547.667,696883.8,6105547.667,14/07/2018,38.2,300.3333333,302.7529539,86400,5952555.751,1.444283632,0.437257952,EQ44,3
1125,2492,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,15/07/2018,2018.07.15,17,1,696922,6105848,Alive,1,Alone,Alone,Present,Present,37,697134,6106349,95,696922,6105848,696922,6105848,15/07/2018,-258,-648,697.4725801,86400,5304546,-1.949705261,2.889196414,EQ44,3
1146,2513,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,16/07/2018,2018.07.16,18,1,696664,6105200,Alive,1,Alone,Alone,Present,Present,38,697134,6106349,140,696664,6105200,696664,6105200,16/07/2018,219.8,347.6666667,411.3200106,86400,7767810,1.007025681,2.956730942,EQ44,3
1155,2522,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,17/07/2018,2018.07.17,19,1,696884,6105548,Alive,1,Alone,Alone,Present,Present,39,697134,6106349,13,696883.8,6105547.667,696883.8,6105547.667,17/07/2018,59.2,264.3333333,270.8814337,86400,5952555.751,1.350472328,0.343446647,EQ44,3
1174,2541,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,18/07/2018,2018.07.18,41,1,696943,6105812,Alive,1,Alone,Alone,Present,Present,40,697134,6106349,142,696943,6105812,696943,6105812,18/07/2018,970,564,1122.04991,86400,5259861,0.526663107,-0.823809221,EQ44,3
1189,2556,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,19/07/2018,2018.07.19,21,1,697913,6106376,Alive,1,Alone,Alone,Present,Present,41,697134,6106349,143,697913,6106376,697913,6106376,19/07/2018,-14,-17,22.02271555,86400,1502089,-2.259720715,-2.786383822,EQ44,3
1193,2567,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,20/07/2018,2018.07.20,22,1,697899,6106359,Alive,1,Alone,Alone,Present,Present,42,697134,6106349,144,697899,6106359,697899,6106359,20/07/2018,0,0,0,86400,1540712,NA,NA,EQ44,3
1199,2581,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,21/07/2018,2018.07.21,23,1,697899,6106359,Alive,1,Alone,Alone,Present,Present,43,697134,6106349,144,697899,6106359,697899,6106359,21/07/2018,256,193,320.6009981,86400,1540712,0.645996425,2.90571714,EQ44,3
1201,2589,EQ44,3E0D,Female,Black,Wild,2018,28/06/2018,Wild-Wild,22/07/2018,2018.07.22,24,1,698155,6106552,Alive,1,Alone,Alone,Present,Present,44,697134,6106349,135,698155,6106552,698155,6106552,22/07/2018,474.25,-128.75,491.4159389,86400,959965,-0.265091957,-0.911088382,EQ44,3
