,DenID,BankID,QuollCode,Sex,Morph,Origin,Year,DateOfAcquisition,ReleaseType,TrackedDenDate,POSIXdate,DaysPostRelease,DaysBetween,X,Y,History,Fate,Coden,CodenPrev,PouchYoung,PouchBorn,PouchAge,ReleaseX,ReleaseY,cluster,meanX,meanY,x,y,date,dx,dy,dist,dt,R2n,abs.angle,rel.angle,BankID,Trial
690,1755,EQ18,C682,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,17/08/2017,2017.08.17,37,1,696542,6106403,Alive,1,Alone,Alone,Present,Present,64,697084,6106399,102,696541.875,6106403.125,696541.875,6106403.125,17/08/2017,535.4583333,-177.125,563.9936989,86400,318088.8924,-0.319461053,2.417855426,EQ18,2
696,1766,EQ18,C682,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,18/08/2017,2017.08.18,38,1,697077,6106226,Alive,1,Alone,Alone,Present,Present,65,697084,6106399,98,697077.3333,6106226,697077.3333,6106226,18/08/2017,0,0,0,86400,0,NA,NA,EQ18,2
704,1782,EQ18,C682,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,19/08/2017,2017.08.19,39,1,697077,6106226,Alive,1,Alone,Alone,Present,Present,66,697084,6106399,98,697077.3333,6106226,697077.3333,6106226,19/08/2017,0,0,0,86400,0,NA,NA,EQ18,2
710,1793,EQ18,C682,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,20/08/2017,2017.08.20,40,1,697077,6106226,Alive,1,Alone,Alone,Present,Present,67,697084,6106399,98,697077.3333,6106226,697077.3333,6106226,20/08/2017,0,0,0,86400,0,NA,NA,EQ18,2
717,1803,EQ18,C682,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,21/08/2017,2017.08.21,41,1,697077,6106226,Alive,1,Alone,Alone,Present,Present,68,697084,6106399,98,697077.3333,6106226,697077.3333,6106226,21/08/2017,300.6666667,-69,308.4824864,86400,0,-0.225583979,0.093877074,EQ18,2
721,1813,EQ18,C682,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,22/08/2017,2017.08.22,42,1,697378,6106157,Alive,1,Den shared,Alone,Present,Present,69,697084,6106399,74,697378,6106157,697378,6106157,22/08/2017,NA,NA,NA,NA,95161.44444,NA,NA,EQ18,2
324,559,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,30/06/2017,2017.06.30,2,1,697233,6105847,Alive,1,Alone,Alone,Present,Absent,-15,697084,6106299,87,697233,6105847,697233,6105847,30/06/2017,-210,252,328.0304864,86400,0,2.265534603,NA,EQ19,2
327,562,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,1/07/2017,2017.07.01,3,1,697023,6106099,Alive,1,Alone,Alone,Present,Absent,-14,697084,6106299,88,697023,6106099,697023,6106099,1/07/2017,-29,24,37.64306045,86400,107604,2.450255725,0.184721122,EQ19,2
331,566,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,2/07/2017,2017.07.02,4,1,696994,6106123,Alive,1,Alone,Alone,Present,Absent,-13,697084,6106299,89,696994,6106123,696994,6106123,2/07/2017,169.75,-7.75,169.9268225,86400,133297,-0.045623694,-2.495879418,EQ19,2
336,571,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,3/07/2017,2017.07.03,5,1,697160,6106119,Alive,1,Alone,Alone,Present,Absent,-12,697084,6106299,90,697163.75,6106115.25,697163.75,6106115.25,3/07/2017,-214.4722222,-258.75,336.0801937,86400,76753.625,-2.262899549,-2.217275855,EQ19,2
338,573,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,4/07/2017,2017.07.04,6,1,696954,6105848,Alive,1,Alone,Alone,Present,Absent,-11,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,4/07/2017,169.7222222,455.5,486.0924631,86400,80588.54938,1.214125791,-2.806159967,EQ19,2
342,577,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,5/07/2017,2017.07.05,7,1,697119,6106312,Alive,1,Den shared,Alone,Present,Absent,-10,697084,6106299,75,697119,6106312,697119,6106312,5/07/2017,-68,-194,205.5723717,86400,229221,-1.907930283,-3.122056074,EQ19,2
344,579,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,6/07/2017,2017.07.06,8,1,697051,6106118,Alive,1,Alone,Den shared,Present,Absent,-9,697084,6106299,92,697051,6106118,697051,6106118,6/07/2017,149,100.5,179.7254851,86400,106565,0.593403786,2.501334069,EQ19,2
349,584,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,7/07/2017,2017.07.07,9,1,697201,6106216,Alive,1,Alone,Alone,Present,Absent,-8,697084,6106299,93,697200,6106218.5,697200,6106218.5,7/07/2017,-36.25,-103.25,109.4286297,86400,139101.25,-1.908441496,-2.501845282,EQ19,2
354,589,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,8/07/2017,2017.07.08,10,1,697165,6106114,Alive,1,Alone,Alone,Present,Absent,-7,697084,6106299,90,697163.75,6106115.25,697163.75,6106115.25,8/07/2017,1290.25,-221.25,1309.08236,86400,76753.625,-0.169826675,1.738614821,EQ19,2
356,591,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,9/07/2017,2017.07.09,11,1,698454,6105894,Alive,1,Alone,Alone,Present,Absent,-6,697084,6106299,94,698454,6105894,698454,6105894,9/07/2017,0,0,0,86400,1493050,NA,NA,EQ19,2
361,596,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,10/07/2017,2017.07.10,12,1,698454,6105894,Alive,1,Alone,Alone,Present,Absent,-5,697084,6106299,94,698454,6105894,698454,6105894,10/07/2017,-1290.25,221.25,1309.08236,86400,1493050,2.971765978,3.141592654,EQ19,2
364,599,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,11/07/2017,2017.07.11,13,1,697165,6106114,Alive,1,Alone,Alone,Present,Absent,-4,697084,6106299,90,697163.75,6106115.25,697163.75,6106115.25,11/07/2017,0,0,0,86400,76753.625,NA,NA,EQ19,2
371,606,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,12/07/2017,2017.07.12,14,1,697165,6106114,Alive,1,Alone,Alone,Present,Absent,-3,697084,6106299,90,697163.75,6106115.25,697163.75,6106115.25,12/07/2017,-44.75,196.75,201.7749365,86400,76753.625,1.794437682,-1.177328297,EQ19,2
376,611,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,13/07/2017,2017.07.13,15,1,697119,6106312,Alive,1,Alone,Alone,Present,Absent,-2,697084,6106299,75,697119,6106312,697119,6106312,13/07/2017,0,0,0,86400,229221,NA,NA,EQ19,2
384,619,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,14/07/2017,2017.07.14,16,1,697119,6106312,Alive,1,Alone,Alone,Present,Absent,-1,697084,6106299,75,697119,6106312,697119,6106312,14/07/2017,0,0,0,86400,229221,NA,NA,EQ19,2
393,628,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,15/07/2017,2017.07.15,17,1,697119,6106312,Alive,1,Alone,Alone,Present,Absent,0,697084,6106299,75,697119,6106312,697119,6106312,15/07/2017,0,0,0,86400,229221,NA,NA,EQ19,2
402,637,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,16/07/2017,2017.07.16,18,1,697119,6106312,Alive,1,Alone,Alone,Present,Present,1,697084,6106299,75,697119,6106312,697119,6106312,16/07/2017,0,0,0,86400,229221,NA,NA,EQ19,2
410,645,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,17/07/2017,2017.07.17,19,1,697119,6106312,Alive,1,Den shared,Alone,Present,Present,2,697084,6106299,75,697119,6106312,697119,6106312,17/07/2017,-169.7222222,-455.5,486.0924631,86400,229221,-1.927466862,2.561280763,EQ19,2
419,654,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,18/07/2017,2017.07.18,20,1,696949,6105857,Alive,1,Alone,Den shared,Present,Present,3,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,18/07/2017,250.7222222,362,440.3471729,86400,80588.54938,0.965052182,2.892519044,EQ19,2
427,662,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,19/07/2017,2017.07.19,21,1,697199,6106221,Alive,1,Alone,Alone,Present,Present,4,697084,6106299,93,697200,6106218.5,697200,6106218.5,19/07/2017,-250.7222222,-362,440.3471729,86400,139101.25,-2.176540472,3.141592654,EQ19,2
438,675,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,20/07/2017,2017.07.20,22,1,696949,6105857,Alive,1,Alone,Alone,Present,Present,5,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,20/07/2017,0,0,0,86400,80588.54938,NA,NA,EQ19,2
449,687,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,21/07/2017,2017.07.21,23,1,696949,6105857,Alive,1,Alone,Alone,Present,Present,6,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,21/07/2017,0,0,0,86400,80588.54938,NA,NA,EQ19,2
459,730,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,22/07/2017,2017.07.22,24,1,696949,6105857,Alive,1,Alone,Alone,Present,Present,7,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,22/07/2017,0,0,0,86400,80588.54938,NA,NA,EQ19,2
470,742,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,23/07/2017,2017.07.23,25,1,696949,6105857,Alive,1,Den shared,Alone,Present,Present,8,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,23/07/2017,0,0,0,86400,80588.54938,NA,NA,EQ19,2
480,755,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,24/07/2017,2017.07.24,26,1,696949,6105857,Alive,1,Alone,Den shared,Present,Present,9,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,24/07/2017,-27.27777778,-8.5,28.57143959,86400,80588.54938,-2.839519756,-0.662979284,EQ19,2
487,762,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,25/07/2017,2017.07.25,27,1,696922,6105848,Alive,1,Alone,Alone,Present,Present,10,697084,6106299,95,696922,6105848,696922,6105848,25/07/2017,72,275,284.2692386,86400,96722,1.314725968,-2.128939583,EQ19,2
496,1510,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,26/07/2017,2017.07.26,28,1,696994,6106123,Alive,1,Alone,Alone,Present,Present,11,697084,6106299,89,696994,6106123,696994,6106123,26/07/2017,-44.72222222,-266.5,270.2264368,86400,133297,-1.737060358,-3.051786327,EQ19,2
513,1530,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,27/07/2017,2017.07.27,29,1,696949,6105857,Alive,1,Alone,Alone,Present,Present,12,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,27/07/2017,0,0,0,86400,80588.54938,NA,NA,EQ19,2
521,1539,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,28/07/2017,2017.07.28,30,1,696949,6105857,Alive,1,Alone,Alone,Present,Present,13,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,28/07/2017,0,0,0,86400,80588.54938,NA,NA,EQ19,2
529,1547,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,29/07/2017,2017.07.29,31,1,696949,6105857,Alive,1,Alone,Alone,Present,Present,14,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,29/07/2017,0,0,0,86400,80588.54938,NA,NA,EQ19,2
542,1562,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,30/07/2017,2017.07.30,32,1,696949,6105857,Alive,1,Alone,Alone,Present,Present,15,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,30/07/2017,0,0,0,86400,80588.54938,NA,NA,EQ19,2
553,1574,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,31/07/2017,2017.07.31,33,1,696949,6105857,Alive,1,Alone,Alone,Present,Present,16,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,31/07/2017,428.7222222,300.5,523.5484637,86400,80588.54938,0.611343179,2.348403537,EQ19,2
562,1584,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,1/08/2017,2017.08.01,34,1,697378,6106157,Alive,1,Den shared,Alone,Present,Present,17,697084,6106299,74,697378,6106157,697378,6106157,1/08/2017,0,0,0,86400,117125,NA,NA,EQ19,2
569,1592,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,2/08/2017,2017.08.02,35,1,697378,6106157,Alive,1,Den shared,Den shared,Present,Present,18,697084,6106299,74,697378,6106157,697378,6106157,2/08/2017,-428.7222222,-300.5,523.5484637,86400,117125,-2.530249475,3.141592654,EQ19,2
578,1602,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,3/08/2017,2017.08.03,36,1,696949,6105857,Alive,1,Alone,Den shared,Present,Present,19,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,3/08/2017,0,0,0,86400,80588.54938,NA,NA,EQ19,2
585,1609,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,4/08/2017,2017.08.04,37,1,696949,6105857,Alive,1,Alone,Alone,Present,Present,20,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,4/08/2017,0,0,0,86400,80588.54938,NA,NA,EQ19,2
595,1620,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,5/08/2017,2017.08.05,38,1,696949,6105857,Alive,1,Alone,Alone,Present,Present,21,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,5/08/2017,0,0,0,86400,80588.54938,NA,NA,EQ19,2
607,1634,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,6/08/2017,2017.08.06,39,1,696949,6105857,Alive,1,Alone,Alone,Present,Present,22,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,6/08/2017,0,0,0,86400,80588.54938,NA,NA,EQ19,2
622,1651,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,7/08/2017,2017.08.07,40,1,696949,6105857,Alive,1,Alone,Alone,Present,Present,23,697084,6106299,91,696949.2778,6105856.5,696949.2778,6105856.5,7/08/2017,10.72222222,125.5,125.9571993,86400,80588.54938,1.485567262,-2.26736857,EQ19,2
628,1658,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,8/08/2017,2017.08.08,41,1,696958,6105982,Alive,1,Alone,Alone,Present,Present,24,697084,6106299,96,696960,6105982,696960,6105982,8/08/2017,0,0,0,86400,92754,NA,NA,EQ19,2
640,1675,EQ19,3051,Female,Black,Captive,2017,13/06/2017,Captive-Wild,9/08/2017,2017.08.09,42,1,696962,6105982,Alive,1,Alone,Alone,Present,Present,25,697084,6106299,96,696960,6105982,696960,6105982,9/08/2017,NA,NA,NA,NA,92754,NA,NA,EQ19,2
312,546,EQ20,5340,Female,Black,Captive,2017,13/06/2017,Captive-Wild,26/06/2017,2017.06.26,2,1,696780,6106560,Alive,0,Alone,Alone,Absent,Absent,NA,697134,6106349,83,696783.5,6106560.5,696783.5,6106560.5,26/06/2017,0,0,0,86400,0,NA,NA,EQ20,2
315,550,EQ20,5340,Female,Black,Captive,2017,13/06/2017,Captive-Wild,27/06/2017,2017.06.27,3,1,696787,6106561,Alive,0,Alone,Alone,Absent,Absent,NA,697134,6106349,83,696783.5,6106560.5,696783.5,6106560.5,27/06/2017,401.5,-87.5,410.9239589,86400,0,-0.21457764,NA,EQ20,2
318,553,EQ20,5340,Female,Black,Captive,2017,13/06/2017,Captive-Wild,28/06/2017,2017.06.28,4,1,697185,6106473,Alive,0,Alone,Alone,Absent,Absent,NA,697134,6106349,84,697185,6106473,697185,6106473,28/06/2017,26,134.5,136.9899631,86400,168858.5,1.379843054,1.594420694,EQ20,2
322,557,EQ20,5340,Female,Black,Captive,2017,13/06/2017,Captive-Wild,29/06/2017,2017.06.29,5,1,697212,6106608,Alive,0,Alone,Alone,Absent,Absent,NA,697134,6106349,85,697211,6106607.5,697211,6106607.5,29/06/2017,-57.5,-119,132.1637242,86400,184965.25,-2.020908383,2.882433869,EQ20,2
325,560,EQ20,5340,Female,Black,Captive,2017,13/06/2017,Captive-Wild,30/06/2017,2017.06.30,6,1,697156,6106487,Alive,0,Alone,Alone,Absent,Absent,NA,697134,6106349,82,697153.5,6106488.5,697153.5,6106488.5,30/06/2017,57.5,119,132.1637242,86400,142084,1.12068427,3.141592654,EQ20,2
328,563,EQ20,5340,Female,Black,Captive,2017,13/06/2017,Captive-Wild,1/07/2017,2017.07.01,7,1,697210,6106607,Alive,0,Alone,Alone,Absent,Absent,NA,697134,6106349,85,697211,6106607.5,697211,6106607.5,1/07/2017,-249,-44.5,252.9451522,86400,184965.25,-2.964744802,2.197756235,EQ20,2
332,567,EQ20,5340,Female,Black,Captive,2017,13/06/2017,Captive-Wild,2/07/2017,2017.07.02,8,1,696962,6106563,Alive,0,Alone,Alone,Absent,Absent,NA,697134,6106349,86,696962,6106563,696962,6106563,2/07/2017,NA,NA,NA,NA,31868.5,NA,NA,EQ20,2
316,551,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,28/06/2017,2017.06.28,2,1,697546,6106056,Alive,1,Alone,Alone,Absent,Absent,NA,697034,6106349,14,697545.0882,6106051.882,697545.0882,6106051.882,28/06/2017,209.9117647,-36.88235294,213.1273256,86400,0,-0.17392874,NA,EQ21,2
319,554,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,29/06/2017,2017.06.29,3,1,697755,6106015,Alive,1,Alone,Alone,Absent,Absent,NA,697034,6106349,76,697755,6106015,697755,6106015,29/06/2017,-209.9117647,36.88235294,213.1273256,86400,45423.25692,2.967663913,3.141592654,EQ21,2
323,558,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,30/06/2017,2017.06.30,4,1,697545,6106052,Alive,1,Alone,Alone,Absent,Absent,NA,697034,6106349,14,697545.0882,6106051.882,697545.0882,6106051.882,30/06/2017,-590.0882353,-274.8823529,650.9719144,86400,0,-2.705650599,0.609870795,EQ21,2
329,564,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,1/07/2017,2017.07.01,5,1,696955,6105777,Alive,1,Alone,Alone,Absent,Absent,NA,697034,6106349,77,696955,6105777,696955,6105777,1/07/2017,50,565,567.2080747,86400,423764.4334,1.482530689,-2.095004019,EQ21,2
333,568,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,2/07/2017,2017.07.02,6,1,697005,6106342,Alive,1,Alone,Alone,Absent,Absent,NA,697034,6106349,78,697005,6106342,697005,6106342,2/07/2017,1084,-389.5,1151.853398,86400,375863.551,-0.344951114,-1.827481803,EQ21,2
335,570,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,3/07/2017,2017.07.03,7,1,698085,6105954,Alive,1,Alone,Alone,Absent,Absent,-20,697034,6106349,79,698089,6105952.5,698089,6105952.5,3/07/2017,0,0,0,86400,305716.8599,NA,NA,EQ21,2
339,574,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,4/07/2017,2017.07.04,8,1,698093,6105951,Alive,1,Alone,Alone,Present,Absent,-19,697034,6106349,79,698089,6105952.5,698089,6105952.5,4/07/2017,-543.9117647,99.38235294,552.9166844,86400,305716.8599,2.960868476,-2.977365717,EQ21,2
341,576,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,5/07/2017,2017.07.05,9,1,697545,6106052,Alive,1,Alone,Alone,Present,Absent,-18,697034,6106349,14,697545.0882,6106051.882,697545.0882,6106051.882,5/07/2017,899.9117647,-147.8823529,911.9815648,86400,0,-0.162874147,-3.123742622,EQ21,2
345,580,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,6/07/2017,2017.07.06,10,1,698445,6105904,Alive,1,Alone,Alone,Present,Absent,-17,697034,6106349,80,698445,6105904,698445,6105904,6/07/2017,-899.9117647,147.8823529,911.9815648,86400,831710.3746,2.978718507,3.141592654,EQ21,2
348,583,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,7/07/2017,2017.07.07,11,1,697545,6106052,Alive,1,Alone,Alone,Present,Absent,-16,697034,6106349,14,697545.0882,6106051.882,697545.0882,6106051.882,7/07/2017,0,0,0,86400,0,NA,NA,EQ21,2
352,587,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,8/07/2017,2017.07.08,12,1,697545,6106052,Alive,1,Alone,Alone,Present,Absent,-15,697034,6106349,14,697545.0882,6106051.882,697545.0882,6106051.882,8/07/2017,0,0,0,86400,0,NA,NA,EQ21,2
357,592,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,9/07/2017,2017.07.09,13,1,697545,6106052,Alive,1,Alone,Alone,Present,Absent,-14,697034,6106349,14,697545.0882,6106051.882,697545.0882,6106051.882,9/07/2017,0,0,0,86400,0,NA,NA,EQ21,2
360,595,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,10/07/2017,2017.07.10,14,1,697545,6106052,Alive,1,Alone,Alone,Present,Absent,-13,697034,6106349,14,697545.0882,6106051.882,697545.0882,6106051.882,10/07/2017,0,0,0,86400,0,NA,NA,EQ21,2
365,600,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,11/07/2017,2017.07.11,15,1,697545,6106052,Alive,1,Alone,Alone,Present,Absent,-12,697034,6106349,14,697545.0882,6106051.882,697545.0882,6106051.882,11/07/2017,0,0,0,86400,0,NA,NA,EQ21,2
369,604,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,12/07/2017,2017.07.12,16,1,697545,6106052,Alive,1,Den shared,Alone,Present,Absent,-11,697034,6106349,14,697545.0882,6106051.882,697545.0882,6106051.882,12/07/2017,0,0,0,86400,0,NA,NA,EQ21,2
377,612,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,13/07/2017,2017.07.13,17,1,697545,6106052,Alive,1,Den shared,Den shared,Present,Absent,-10,697034,6106349,14,697545.0882,6106051.882,697545.0882,6106051.882,13/07/2017,0,0,0,86400,0,NA,NA,EQ21,2
382,617,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,14/07/2017,2017.07.14,18,1,697545,6106052,Alive,1,Den shared,Den shared,Present,Absent,-9,697034,6106349,14,697545.0882,6106051.882,697545.0882,6106051.882,14/07/2017,0,0,0,86400,0,NA,NA,EQ21,2
390,625,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,15/07/2017,2017.07.15,19,1,697545,6106052,Alive,1,Den shared,Den shared,Present,Absent,-8,697034,6106349,14,697545.0882,6106051.882,697545.0882,6106051.882,15/07/2017,0,0,0,86400,0,NA,NA,EQ21,2
396,631,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,16/07/2017,2017.07.16,20,1,697545,6106052,Alive,1,Den shared,Den shared,Present,Absent,-7,697034,6106349,14,697545.0882,6106051.882,697545.0882,6106051.882,16/07/2017,0,0,0,86400,0,NA,NA,EQ21,2
404,639,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,17/07/2017,2017.07.17,21,1,697545,6106052,Alive,1,Den shared,Den shared,Present,Absent,-6,697034,6106349,14,697545.0882,6106051.882,697545.0882,6106051.882,17/07/2017,197.245098,-31.21568627,199.6998943,86400,0,-0.156956638,-3.135675145,EQ21,2
417,652,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,18/07/2017,2017.07.18,22,1,697743,6106021,Alive,1,Alone,Den shared,Present,Absent,-5,697034,6106349,44,697742.3333,6106020.667,697742.3333,6106020.667,18/07/2017,0,0,0,86400,39880.04777,NA,NA,EQ21,2
426,661,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,19/07/2017,2017.07.19,23,1,697743,6106021,Alive,1,Alone,Alone,Present,Absent,-4,697034,6106349,44,697742.3333,6106020.667,697742.3333,6106020.667,19/07/2017,0,0,0,86400,39880.04777,NA,NA,EQ21,2
435,672,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,20/07/2017,2017.07.20,24,1,697743,6106021,Alive,1,Alone,Alone,Present,Absent,-3,697034,6106349,44,697742.3333,6106020.667,697742.3333,6106020.667,20/07/2017,0,0,0,86400,39880.04777,NA,NA,EQ21,2
447,685,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,21/07/2017,2017.07.21,25,1,697743,6106021,Alive,1,Alone,Alone,Present,Absent,-2,697034,6106349,44,697742.3333,6106020.667,697742.3333,6106020.667,21/07/2017,0,0,0,86400,39880.04777,NA,NA,EQ21,2
458,729,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,22/07/2017,2017.07.22,26,1,697743,6106021,Alive,1,Alone,Alone,Present,Absent,-1,697034,6106349,44,697742.3333,6106020.667,697742.3333,6106020.667,22/07/2017,0,0,0,86400,39880.04777,NA,NA,EQ21,2
465,736,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,23/07/2017,2017.07.23,27,1,697743,6106021,Alive,1,Alone,Alone,Present,Absent,0,697034,6106349,44,697742.3333,6106020.667,697742.3333,6106020.667,23/07/2017,0,0,0,86400,39880.04777,NA,NA,EQ21,2
475,750,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,24/07/2017,2017.07.24,28,1,697743,6106021,Alive,1,Alone,Alone,Present,Present,1,697034,6106349,44,697742.3333,6106020.667,697742.3333,6106020.667,24/07/2017,666.5,146.5,682.4108,86400,39880.04777,0.216364253,0.373320891,EQ21,2
492,768,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,25/07/2017,2017.07.25,29,1,698407,6106164,Alive,1,Alone,Alone,Present,Present,2,697034,6106349,31,698408.8333,6106167.167,698408.8333,6106167.167,25/07/2017,-666.5,-146.5,682.4108,86400,759346.0674,-2.9252284,3.141592654,EQ21,2
497,1512,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,26/07/2017,2017.07.26,30,1,697743,6106021,Alive,1,Alone,Alone,Present,Present,3,697034,6106349,44,697742.3333,6106020.667,697742.3333,6106020.667,26/07/2017,0,0,0,86400,39880.04777,NA,NA,EQ21,2
510,1526,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,27/07/2017,2017.07.27,31,1,697743,6106021,Alive,1,Alone,Alone,Present,Present,4,697034,6106349,44,697742.3333,6106020.667,697742.3333,6106020.667,27/07/2017,0,0,0,86400,39880.04777,NA,NA,EQ21,2
516,1534,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,28/07/2017,2017.07.28,32,1,697743,6106021,Alive,1,Den shared,Alone,Present,Present,5,697034,6106349,44,697742.3333,6106020.667,697742.3333,6106020.667,28/07/2017,0,0,0,86400,39880.04777,NA,NA,EQ21,2
525,1543,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,29/07/2017,2017.07.29,33,1,697743,6106021,Alive,1,Den shared,Den shared,Present,Present,6,697034,6106349,44,697742.3333,6106020.667,697742.3333,6106020.667,29/07/2017,0,0,0,86400,39880.04777,NA,NA,EQ21,2
